age,education,education-num,marital-status,occupation,relationship,race,sex
33,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Female
50,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male
59,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
25,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female
22,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
56,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
44,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female
35,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
57,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male
47,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
27,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female
50,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
30,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male
46,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male
48,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
61,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male
33,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
40,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
58,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
46,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female
37,12th,8,Never-married,Other-service,Own-child,White,Female
64,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
41,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
18,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male
44,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male
41,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female
33,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male
37,9th,5,Separated,Priv-house-serv,Unmarried,White,Female
34,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
24,Bachelors,13,Never-married,Tech-support,Own-child,White,Female
20,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
38,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female
20,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male
22,Bachelors,13,Never-married,Tech-support,Own-child,White,Male
55,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female
20,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male
26,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
20,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male
40,9th,5,Divorced,Other-service,Not-in-family,White,Female
33,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
54,Some-college,10,Divorced,?,Own-child,White,Male
24,HS-grad,9,Never-married,Sales,Not-in-family,White,Female
25,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male
18,11th,7,Never-married,Other-service,Own-child,White,Male
49,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
17,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male
34,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
37,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
49,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
74,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female
37,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male
20,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
40,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female
34,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
30,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male
44,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female
40,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female
58,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female
44,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
42,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
39,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
19,HS-grad,9,Never-married,Other-service,Own-child,Black,Male
41,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
29,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
34,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male
38,Some-college,10,Married-civ-spouse,?,Husband,White,Male
27,Preschool,1,Married-civ-spouse,Farming-fishing,Other-relative,White,Male
54,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female
40,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female
19,Some-college,10,Never-married,Sales,Other-relative,White,Female
17,11th,7,Never-married,Other-service,Own-child,White,Male
33,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
80,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female
24,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
28,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male
55,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female
21,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male
51,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
19,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female
42,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
60,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,Some-college,10,Never-married,?,Own-child,Black,Female
51,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
21,Some-college,10,Never-married,Other-service,Own-child,White,Female
37,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
26,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
42,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female
40,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
55,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
33,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male
62,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
47,10th,6,Divorced,Sales,Unmarried,White,Female
26,12th,8,Never-married,Sales,Other-relative,Black,Male
59,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female
70,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female
26,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
47,10th,6,Married-civ-spouse,Sales,Husband,White,Male
25,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female
52,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
46,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
67,10th,6,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male
34,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
53,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female
22,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
39,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male
54,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
24,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
37,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female
38,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male
41,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female
36,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
43,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male
39,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
26,Bachelors,13,Never-married,Sales,Own-child,White,Male
49,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
37,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
43,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
54,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
53,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male
57,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
28,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
29,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male
21,HS-grad,9,Never-married,Sales,Own-child,White,Male
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
46,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
50,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female
36,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female
31,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
36,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
38,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male
37,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
18,10th,6,Never-married,Farming-fishing,Own-child,White,Male
33,HS-grad,9,Divorced,Sales,Not-in-family,White,Male
35,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female
23,Some-college,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male
37,Bachelors,13,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female
25,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
51,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male
35,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
54,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
66,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
32,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female
37,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male
29,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
45,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
61,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
40,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female
24,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female
49,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male
51,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male
34,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
28,HS-grad,9,Separated,?,Unmarried,White,Female
20,Some-college,10,Never-married,Sales,Own-child,White,Male
30,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female
49,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male
26,Some-college,10,Never-married,Sales,Not-in-family,White,Male
63,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male
36,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male
63,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
22,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
40,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
31,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female
49,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
35,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
23,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female
25,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male
34,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
28,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male
44,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male
33,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male
21,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
55,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male
17,11th,7,Never-married,?,Own-child,White,Female
75,HS-grad,9,Divorced,Sales,Not-in-family,White,Male
61,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female
53,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
26,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male
48,Some-college,10,Widowed,Sales,Unmarried,White,Male
28,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Bachelors,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Female
29,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
25,Some-college,10,Divorced,Tech-support,Own-child,White,Female
37,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
43,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female
40,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
34,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male
55,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
31,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male
21,Some-college,10,Never-married,?,Own-child,White,Female
32,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
26,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male
26,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
49,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
21,HS-grad,9,Never-married,?,Own-child,Black,Female
26,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female
40,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
19,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female
58,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
61,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male
28,Some-college,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male
26,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male
64,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female
42,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
41,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male
45,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
39,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
41,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
51,11th,7,Separated,Other-service,Not-in-family,Black,Female
34,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female
33,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
23,Some-college,10,Separated,Other-service,Not-in-family,White,Male
35,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male
41,11th,7,Divorced,Priv-house-serv,Unmarried,White,Female
39,Masters,14,Never-married,Craft-repair,Not-in-family,White,Female
41,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
33,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
22,HS-grad,9,Never-married,Other-service,Other-relative,White,Male
25,Some-college,10,Never-married,Exec-managerial,Other-relative,White,Female
25,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Female
77,7th-8th,4,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male
33,Assoc-voc,11,Never-married,?,Own-child,White,Female
66,HS-grad,9,Widowed,Sales,Not-in-family,White,Female
19,Some-college,10,Never-married,Sales,Own-child,White,Male
44,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female
45,Masters,14,Divorced,Sales,Unmarried,White,Female
28,Some-college,10,Never-married,Sales,Not-in-family,White,Male
19,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male
43,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male
39,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male
33,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
44,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Black,Female
62,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female
40,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
41,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male
23,Some-college,10,Never-married,Other-service,Not-in-family,Black,Male
48,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
38,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
45,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
29,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
66,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female
19,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
23,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male
34,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male
39,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female
33,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
43,Some-college,10,Separated,Sales,Unmarried,White,Female
27,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
33,Some-college,10,Separated,Adm-clerical,Own-child,Black,Male
26,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male
56,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male
46,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
38,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Female
90,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male
72,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
20,HS-grad,9,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female
29,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male
49,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male
23,HS-grad,9,Never-married,Other-service,Unmarried,White,Female
20,Some-college,10,Married-spouse-absent,Sales,Own-child,Black,Female
57,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male
46,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female
33,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
24,Bachelors,13,Never-married,Sales,Not-in-family,White,Male
49,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
54,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
46,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female
31,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
18,Some-college,10,Never-married,?,Own-child,White,Female
19,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male
46,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male
43,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
58,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male
43,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
37,Some-college,10,Separated,?,Unmarried,White,Male
21,12th,8,Never-married,Adm-clerical,Own-child,Black,Male
52,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male
34,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Assoc-voc,11,Never-married,Handlers-cleaners,Own-child,White,Female
34,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male
29,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
39,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
49,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female
35,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male
31,Some-college,10,Divorced,Other-service,Own-child,White,Female
18,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
47,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
46,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
43,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female
18,Some-college,10,Never-married,?,Own-child,White,Male
31,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female
39,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male
58,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male
36,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female
38,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female
31,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
19,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male
38,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female
26,Assoc-voc,11,Never-married,Prof-specialty,Own-child,Other,Female
38,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female
36,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
40,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
25,Bachelors,13,Never-married,Tech-support,Not-in-family,Black,Male
41,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female
33,HS-grad,9,Never-married,Sales,Not-in-family,White,Male
63,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
51,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
34,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
33,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Male
25,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male
30,HS-grad,9,Never-married,Sales,Unmarried,White,Male
19,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
47,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female
26,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female
21,Some-college,10,Never-married,Other-service,Own-child,White,Female
36,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
60,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
28,HS-grad,9,Never-married,Prof-specialty,Unmarried,Black,Male
19,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female
42,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
36,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Black,Female
35,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female
22,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female
54,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
36,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
55,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
57,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male
56,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male
24,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
35,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
51,11th,7,Divorced,Sales,Not-in-family,White,Male
34,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Male
36,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female
51,9th,5,Separated,Other-service,Other-relative,White,Female
46,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
42,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,Female
25,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
22,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male
37,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
48,Bachelors,13,Divorced,Sales,Unmarried,White,Male
61,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
40,12th,8,Married-civ-spouse,Transport-moving,Husband,Black,Male
58,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female
52,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male
18,11th,7,Never-married,Other-service,Own-child,Black,Male
27,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
48,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
63,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male
38,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
31,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
40,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
41,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male
28,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
31,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male
32,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
30,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Male
39,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
28,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
31,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Female
21,Some-college,10,Never-married,?,Own-child,White,Male
33,HS-grad,9,Separated,?,Unmarried,White,Female
44,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
22,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male
42,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
36,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male
39,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male
61,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male
21,Some-college,10,Never-married,Other-service,Not-in-family,White,Female
39,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male
34,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male
21,Some-college,10,Never-married,Other-service,Own-child,White,Male
75,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Male
21,Some-college,10,Never-married,Other-service,Own-child,White,Male
81,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
54,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male
34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
54,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
41,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male
61,Bachelors,13,Divorced,?,Not-in-family,White,Female
63,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male
24,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male
20,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
44,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female
47,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
31,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
41,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male
53,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
63,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
44,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
37,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
71,Some-college,10,Married-civ-spouse,?,Husband,White,Male
57,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
22,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male
33,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male
